,代码,名称,最新价,涨跌幅,股东名称,持股变动信息-增减,持股变动信息-变动数量,持股变动信息-占总股本比例,持股变动信息-占流通股比例,变动后持股情况-持股总数,变动后持股情况-占总股本比例,变动后持股情况-持流通股数,变动后持股情况-占流通股比例,变动开始日,变动截止日,公告日
15215,2277,友阿股份,3.41,3.02,湖南友谊阿波罗控股股份有限公司,增持,82.47,0.116433287,0.15,20784.4,29.34,20784.4,36.71,2016/7/11,2016/7/11,2016/7/13
15216,5,ST星源,1.75,2.34,深圳市博睿意碳源科技有限公司,增持,0.069,6.52E-05,0,416.469,0.39,416.469,0.46,2016/6/15,2016/7/11,2016/7/14
15217,600327,大东方,4.89,0.82,江苏无锡商业大厦集团有限公司,增持,493.0401,0.945043006,0.95,23529.7601,45.1,23529.7601,45.1,2016/1/30,2016/7/9,2016/7/12
15218,601567,三星医疗,13.8,1.02,奥克斯集团有限公司,增持,75.5,0.0532103,0.07,45771.9653,32.26,45771.9653,45.4,2016/7/8,2016/7/8,2016/7/9
15219,600979,广安爱众,3.23,2.54,领瑞投资·安瑞1号,增持,577.4439,0.609187345,0.8,1664.5195,1.76,1664.5195,2.32,2015/11/21,2016/7/8,2016/7/12
15220,600821,金开新能,6.58,0.46,广州市润盈投资有限公司,增持,298.37,0.716773422,0.72,2077.8803,4.99,2077.8803,4.99,2016/7/8,2016/7/8,2016/7/14
15221,600192,长城电工,5.15,1.98,甘肃省国有资产投资集团有限公司,增持,40,0.090549363,0.09,1906.0753,4.31,1906.0753,4.31,2016/7/8,2016/7/8,2017/2/10
15222,600135,乐凯胶片,7.23,3.29,中国乐凯集团有限公司,增持,81.54,0.218610742,0.22,12723.4161,34.11,12723.4161,34.54,2015/7/11,2016/7/8,2016/7/11
15223,300241,瑞丰光电,4.83,3.43,国联证券-南京银行-国联瑞丰光电1号集合资产管理计划,增持,158.8983,0.63079058,0.97,158.8983,0.63,,,2016/6/13,2016/7/8,2016/7/8
15224,2277,友阿股份,3.41,3.02,湖南友谊阿波罗商业股份有限公司第一期员工持股计划,增持,108.6604,0.153409574,0.19,108.6604,0.15,,,2016/7/1,2016/7/8,2016/7/11
15225,951,中国重汽,14.59,0.07,中国重型汽车集团有限公司,增持,95.5,0.142307752,0.14,515.5,0.77,515.5,0.77,2016/7/8,2016/7/8,2016/7/11
15226,601088,中国神华,29.08,1.25,神华集团有限责任公司,增持,70.3387,0.003536453,0,1453057.445,73.06,1453057.445,73.06,2015/7/9,2016/7/7,2016/7/12
15227,600963,岳阳林纸,7.02,-0.43,泰格林纸集团股份有限公司,增持,0.01,9.59E-06,0,38955.7001,37.34,38955.7001,37.34,2016/7/7,2016/7/7,2016/7/22
15228,600821,金开新能,6.58,0.46,广州市润盈投资有限公司,增持,626.5115,1.505066835,1.51,1779.5103,4.27,1779.5103,4.27,2016/7/7,2016/7/7,2016/7/14
15229,600682,南京新百,8.2,2.89,富享6号资产管理计划,增持,19,0.022946407,0.03,680.1891,0.82,,,2016/6/14,2016/7/7,2016/7/8
15230,600490,鹏欣资源,3.66,-2.66,姜照柏,增持,50,0.033806626,0.03,50,0.03,50,0.03,2016/7/7,2016/7/7,2016/7/11
15231,300204,舒泰神,11.42,-0.26,徐向青,增持,0.21,0.000441223,0,,,,,2016/7/7,2016/7/7,2016/9/19
15232,300030,阳普医疗,6.99,3.56,长安睿享2号分级资产管理计划,增持,36.44,0.118006781,0.15,626.5675,2.03,626.5675,2.6,2016/7/7,2016/7/7,2016/7/7
15233,2252,上海莱士,6.57,4.78,上海凯吉进出口有限公司,增持,94.4348,0.034230972,0.05,848.0712,0.31,848.0712,0.42,2016/7/7,2016/7/7,2016/7/9
15234,600844,丹化科技,2.86,2.51,其他核心骨干,增持,258.8632,0.332463839,0.33,,,,,2016/6/20,2016/7/6,2016/7/8
15235,600821,金开新能,6.58,0.46,广州市润盈投资有限公司,增持,654.1759,1.571524946,1.57,1152.9988,2.77,1152.9988,2.77,2016/7/6,2016/7/6,2016/7/14
15236,300030,阳普医疗,6.99,3.56,长安睿享2号分级资产管理计划,增持,80.999,0.262306016,0.34,590.1275,1.91,590.1275,2.44,2016/7/6,2016/7/6,2016/7/7
15237,917,电广传媒,6.29,7.16,湖南广播电视产业中心,增持,108.8457,0.076784038,0.1,23614.198,16.66,359.9274,0.34,2016/7/6,2016/7/6,2016/7/8
15238,566,海南海药,5.09,0.59,深圳市南方同正投资有限公司,增持,160.53,0.147183292,0.16,32452.9776,29.75,22422.8808,22.68,2016/7/6,2016/7/6,2016/7/7
15239,2,万科A,15.14,1.47,泰信基金管理有限公司-泰信1号资产管理计划,增持,309.93,0.028075526,0.03,7443.3836,0.67,7443.3836,0.68,2016/7/6,2016/7/6,2016/7/7
15240,601258,庞大集团,0.79,2.6,长城阳光鼎盛2号集合资产管理计划,增持,4278.915,0.641029866,0.66,10702.3057,1.6,10702.3057,1.65,2016/6/23,2016/7/5,2016/7/7
15241,600821,金开新能,6.58,0.46,广州市润盈投资有限公司,增持,498.8229,1.198320866,1.2,498.8229,1.2,498.8229,1.2,2016/7/5,2016/7/5,2016/7/14
15242,600696,岩石股份,25.41,1.24,天高资本20号单一资金信托,增持,180,0.528532613,0.53,660.7238,1.94,660.7238,1.94,2016/7/5,2016/7/5,2016/9/29
15243,600573,惠泉啤酒,12.56,1.21,北京燕京啤酒股份有限公司,增持,12.68,0.05072,0.05,12519.4578,50.08,12519.4578,50.08,2016/7/5,2016/7/5,2016/7/7
15244,600496,精工钢构,3.98,0.76,定向资产管理计划,增持,342.108,0.226494811,0.23,1930.8022,1.28,1930.8022,1.28,2016/7/5,2016/7/5,2016/7/6
15245,600390,五矿资本,5.57,1.83,五矿集团财务有限责任公司,增持,50,0.110801752,0.13,50,0.11,50,0.13,2016/7/5,2016/7/5,2016/7/7
15246,600390,五矿资本,5.57,1.83,长沙矿冶研究院有限责任公司,增持,50,0.110801752,0.13,12562.6629,27.84,12562.6629,32.16,2016/7/5,2016/7/5,2016/7/7
15247,600255,鑫科材料,2.25,2.27,中融基金-增持12号资产管理计划,增持,2911.3077,1.645184394,1.65,2911.3077,1.65,2911.3077,1.65,,2016/7/5,2016/7/6
15248,600255,鑫科材料,2.25,2.27,李非列,增持,200,0.113020303,0.11,200,0.11,200,0.11,,2016/7/5,2016/7/6
15249,600153,建发股份,12.13,-0.08,厦门建发集团有限公司,增持,1307.079,0.461018184,0.46,130120.3376,45.89,130120.3376,45.89,2016/6/29,2016/7/5,2016/7/7
15250,300030,阳普医疗,6.99,3.56,长安睿享2号分级资产管理计划,增持,215.68,0.698455062,0.89,509.1285,1.65,509.1285,2.11,2016/7/5,2016/7/5,2016/7/5
15251,2131,利欧股份,2.25,5.14,徐先明,增持,516.0951,0.341914434,0.82,14212.6339,9.42,563.0951,0.89,2016/1/6,2016/7/5,2016/7/6
15252,889,ST中嘉,1.86,5.08,深圳茂业百货有限公司,增持,623.0016,1.001889295,1.4,1243.6095,2,1243.6095,2.79,2016/3/5,2016/7/5,2016/7/6
15253,150,*ST宜康,,,广发原驰·宜华健康1号集合资产管理计划,增持,203.8952,0.455321526,0.62,203.8952,0.46,,,,2016/7/5,2016/7/6
15254,2,万科A,15.14,1.47,东兴证券股份有限公司-东兴7号资产管理计划,增持,6000,0.543520009,0.54,6000,0.54,6000,0.54,2016/7/5,2016/7/5,2016/7/7
15255,2,万科A,15.14,1.47,泰信基金管理有限公司-泰信1号资产管理计划,增持,1529.3,0.138534192,0.14,7133.4536,0.65,7133.4536,0.65,2016/7/5,2016/7/5,2016/7/7
15256,601018,宁波港,3.79,0.53,宁波舟山港集团有限公司,增持,2117.7167,0.165446617,0.17,967981.2996,75.62,967981.2996,75.62,2016/7/4,2016/7/4,2016/7/5
15257,600696,岩石股份,25.41,1.24,天高资本20号单一资金信托,增持,22.54,0.066184028,0.07,480.7238,1.41,480.7238,1.41,2016/7/4,2016/7/4,2016/9/29
15258,600390,五矿资本,5.57,1.83,长沙矿冶研究院有限责任公司,增持,49.9948,0.110790229,0.13,12512.6629,27.73,12512.6629,32.03,2016/7/4,2016/7/4,2016/7/7
15259,300030,阳普医疗,6.99,3.56,长安睿享2号分级资产管理计划,增持,293.4485,0.950299472,1.22,293.4485,0.95,293.4485,1.22,2016/7/4,2016/7/4,2016/7/5
15260,2592,ST八菱,4.82,1.69,国海金贝壳员工持股2号集合资产管理计划,增持,5.5387,0.019548503,0.05,5.5387,0.02,,,,2016/7/4,2016/7/4
15261,890,法尔胜,4.43,3.02,江阴耀博泰邦投资中心(有限合伙),增持,1898.2015,4.999982879,5,5694.6224,15,5694.6224,15,2016/5/18,2016/7/4,2016/7/7
15262,2,万科A,15.14,1.47,泰信基金管理有限公司-泰信1号资产管理计划,增持,5604.1536,0.507661603,0.51,5604.1536,0.51,5604.1536,0.51,2015/12/9,2016/7/4,2016/7/7
15263,600057,厦门象屿,10.66,0.38,厦门象屿股份有限公司第一期员工持股计划,增持,1029.38,0.879226264,1.86,1029.38,0.88,,,,2016/7/2,2016/7/2
15264,601169,北京银行,4.74,0.21,新华联控股有限公司,增持,10572.0739,0.83427101,0.83,62547.6579,4.94,62547.6579,4.94,2016/6/1,2016/7/1,2016/10/14
15265,600696,岩石股份,25.41,1.24,天高资本20号单一资金信托,增持,146.8424,0.431172208,0.43,458.1838,1.35,458.1838,1.35,2016/7/1,2016/7/1,2016/9/29
15266,600390,五矿资本,5.57,1.83,长沙矿冶研究院有限责任公司,增持,50,0.110801752,0.13,12462.6681,27.62,12462.6681,31.9,2016/7/1,2016/7/1,2016/7/7
15267,600233,圆通速递,17.3,-0.52,李显俊,增持,1.15,0.003484848,0,,,,,2016/7/1,2016/7/1,2017/9/19
15268,600233,圆通速递,17.3,-0.52,邓小波,增持,0.9,0.002727273,0,0.9,0,0.9,0,2016/7/1,2016/7/1,2017/9/19
15269,600222,太龙药业,5.95,0.85,郑州众生实业集团有限公司,增持,60.8082,0.105958622,0.12,13244.1168,23.08,13244.1168,25.54,2016/7/1,2016/7/1,2016/7/2
15270,600067,冠城大通,3.02,1.68,福建丰榕投资有限公司,增持,1380.1266,0.927632406,0.93,47734.6973,32.08,47734.6973,32.08,2016/6/3,2016/7/1,2016/7/5
15271,300335,迪森股份,4.92,3.14,兴证资管鑫众-迪森核心合伙人1号定向资产管理计划,增持,127.4794,0.352273176,0.62,127.4794,0.35,,,2016/6/30,2016/7/1,2016/7/4
15272,300238,冠昊生物,12.64,2.1,安信乾盛和信融智PIPE投资三号特定多客户资产管理计划,增持,80.3,0.325406694,0.43,287.05,1.16,287.05,1.53,2016/7/1,2016/7/1,2016/7/5
15273,300238,冠昊生物,12.64,2.1,安信乾盛和信融智PIPE投资二号特定多客户资产管理计划,增持,77,0.312033816,0.41,287.0038,1.16,287.0038,1.53,2016/7/1,2016/7/1,2016/7/5
15274,300238,冠昊生物,12.64,2.1,重庆和信汇智工业产业股权投资基金合伙企业(有限合伙),增持,101.2,0.410101587,0.54,101.2,0.41,101.2,0.54,2016/7/1,2016/7/1,2016/7/5
15275,300238,冠昊生物,12.64,2.1,安信乾盛和信融智PIPE投资六号特定多客户资产管理计划,增持,82.4,0.333916707,0.44,286.9328,1.16,286.9328,1.53,2016/7/1,2016/7/1,2016/7/5
15276,300238,冠昊生物,12.64,2.1,安信乾盛和信融智PIPE投资五号特定多客户资产管理计划,增持,79.1,0.320543829,0.42,286.95,1.16,286.95,1.53,2016/7/1,2016/7/1,2016/7/5
15277,2583,海能达,5.99,3.63,招商智远海能达2号集合资产管理计划,增持,238.0938,0.154820916,0.28,2549.3696,1.66,,,2016/6/22,2016/7/1,2016/7/4
15278,616,ST海投,,,海航投资控股有限公司,增持,1809.3829,1.265095336,1.27,1809.3829,1.27,1809.3829,1.27,2016/6/30,2016/7/1,2016/7/2
15279,600851,海欣股份,6.43,0.16,深圳市惠和基金惠和2号证券投资基金,增持,1831.8512,1.517618197,1.52,3393.244,2.81,3393.244,2.81,2016/6/30,2016/6/30,2016/7/2
15280,600755,厦门国贸,9.11,1.33,厦门国贸控股集团有限公司,增持,344.6976,0.207091504,0.21,53658.3473,32.24,53658.3473,32.24,2016/5/31,2016/6/30,2016/7/2
15281,600696,岩石股份,25.41,1.24,天高资本20号单一资金信托,增持,165.6854,0.486500763,0.49,311.3414,0.91,311.3414,0.91,2016/6/30,2016/6/30,2016/9/29
15282,600568,ST中珠,1.76,4.14,前海开源中珠控股员工持股1号资产管理计划,增持,119.17,0.186971911,0.24,3305.3749,5.19,3305.3749,6.52,2016/6/16,2016/6/30,2016/7/2
15283,600512,腾达建设,2.79,2.95,长安基金管理有限公司,增持,240,0.235747764,0.25,240,0.24,240,0.25,2016/6/1,2016/6/30,2016/9/28
15284,600390,五矿资本,5.57,1.83,长沙矿冶研究院有限责任公司,增持,25.5,0.056508894,0.07,12412.6681,27.51,12412.6681,31.77,2016/6/30,2016/6/30,2016/7/7
15285,600233,圆通速递,17.3,-0.52,李显俊,增持,2.7,0.008181818,0.01,,,,,2016/6/30,2016/6/30,2017/9/19
15286,600116,三峡水利,9.11,0.11,三峡资本控股有限责任公司,增持,3714.8183,3.740984609,4.18,3714.8183,3.74,3714.8183,4.18,2016/6/1,2016/6/30,2016/9/14
15287,300379,东方通,25.74,2.96,长安基金管理有限公司,增持,6.62,0.057455153,0.1,,,,,2016/6/1,2016/6/30,2016/7/20
15288,300306,远方信息,13.47,0.97,杭州远方光电信息股份有限公司“远方长益1号”员工持股计划,增持,0.9,0.00375,0.01,131.1269,0.55,,,2016/6/3,2016/6/30,2016/7/2
15289,300001,特锐德,18.48,4.88,青岛特锐德电气股份有限公司第三期员工持股计划,增持,2321.1626,2.316610793,2.82,2321.1626,2.32,2321.1626,2.82,2016/6/3,2016/6/30,2016/6/30
15290,2716,金贵银业,3.19,1.59,平安证券金贵银业1号集合资产管理计划,增持,720.5322,1.431642429,2.48,720.5322,1.43,720.5322,2.48,,2016/6/30,2016/6/30
15291,2480,新筑股份,4.69,3.53,广州广日股份有限公司,增持,2394.7884,3.710731549,3.82,2394.7884,3.71,2394.7884,3.82,2016/6/13,2016/6/30,2016/9/1
15292,929,兰州黄河,9.39,2.18,瀚信猎鹰1号证券投资基金,增持,147.0755,0.791724535,0.79,,,,,2016/6/1,2016/6/30,2016/11/26
15293,929,兰州黄河,9.39,2.18,瀚信清华珠峰并购1号证券投资基金,增持,329.8624,1.775687693,1.78,329.8624,1.78,329.8624,1.78,2016/6/1,2016/6/30,2016/11/26
15294,929,兰州黄河,9.39,2.18,瀚信猎鹰2号证券投资基金,增持,243.2276,1.309322481,1.31,243.2276,1.31,243.2276,1.31,2016/6/1,2016/6/30,2016/11/26
15295,752,*ST西发,3.94,2.87,马淑芬,增持,1318.6029,4.999281331,5,2637.5929,10,2637.5929,10,2016/6/15,2016/6/30,2016/7/6
15296,671,阳光城,1.38,0.73,上海兴全睿众资产-平安银行-兴全睿众阳光城1号分级特定多客户资产管理计划,增持,2684.8966,0.663226318,0.83,9858.4639,2.44,9858.4639,3.04,2016/6/2,2016/6/30,2016/7/2
15297,534,万泽股份,16.83,2.5,金鹰万泽1号资产管理计划,增持,104.772,0.213044277,0.21,559.5768,1.14,559.5768,1.14,2016/5/11,2016/6/30,2016/7/5
15298,600390,五矿资本,5.57,1.83,长沙矿冶研究院有限责任公司,增持,50,0.110801752,0.13,12387.1681,27.45,12387.1681,31.71,2016/6/29,2016/6/29,2016/6/30
15299,300238,冠昊生物,12.64,2.1,安信乾盛和信融智PIPE投资三号特定多客户资产管理计划,增持,187.5,0.759822604,1,206.75,0.84,206.75,1.1,2016/6/29,2016/6/29,2016/7/5
15300,300238,冠昊生物,12.64,2.1,安信乾盛和信融智PIPE投资二号特定多客户资产管理计划,增持,187.5,0.759822604,1,210.0038,0.85,210.0038,1.12,2016/6/29,2016/6/29,2016/7/5
15301,300238,冠昊生物,12.64,2.1,安信乾盛和信融智PIPE投资五号特定多客户资产管理计划,增持,187.5,0.759822604,1,207.85,0.84,207.85,1.11,2016/6/29,2016/6/29,2016/7/5
15302,300238,冠昊生物,12.64,2.1,安信乾盛和信融智PIPE投资六号特定多客户资产管理计划,增持,187.5,0.759822604,1,204.5328,0.83,204.5328,1.09,2016/6/29,2016/6/29,2016/7/5
15303,300234,开尔新材,5.54,2.59,山西证券开尔新材1号集合资产管理计划,增持,399.3502,1.379283224,2.83,399.3502,1.38,,,,2016/6/29,2016/6/30
15304,2301,齐心集团,7.29,3.4,东证融汇齐心共赢5号集合资产管理计划,增持,672.3197,1.799570941,2.01,818.3197,2.19,,,2016/6/21,2016/6/29,2016/7/21
15305,600645,中源协和,18.09,0.22,天风证券天朦稳增中源协和1号集合资产管理计划,增持,254.01,0.657901359,0.77,254.01,0.66,,,,2016/6/28,2016/6/29
15306,600153,建发股份,12.13,-0.08,厦门建发集团有限公司,增持,690.2916,0.243471879,0.24,128813.2586,45.43,128813.2586,45.43,2016/6/21,2016/6/28,2016/6/29
15307,300294,博雅生物,37.97,-0.29,工银瑞信投资-工商银行-博雅生物员工持股计划1号资产管理计划,增持,491.0566,1.836516504,3.44,622.7292,2.33,,,2016/5/12,2016/6/28,2016/6/30
15308,300238,冠昊生物,12.64,2.1,和信融智PIPE投资基金5号,增持,1.6,0.00648382,0.01,1.6,0.01,1.6,0.01,2016/6/8,2016/6/28,2016/7/5
15309,300238,冠昊生物,12.64,2.1,安信乾盛和信融智PIPE投资五号特定多客户资产管理计划,增持,20.35,0.08246608,0.11,20.35,0.08,20.35,0.11,2016/6/8,2016/6/28,2016/7/5
15310,300238,冠昊生物,12.64,2.1,安信乾盛和信融智PIPE投资六号特定多客户资产管理计划,增持,17.0328,0.069023501,0.09,17.0328,0.07,17.0328,0.09,2016/6/8,2016/6/28,2016/7/5
15311,300238,冠昊生物,12.64,2.1,安信乾盛和信融智PIPE投资二号特定多客户资产管理计划,增持,22.5038,0.091194112,0.12,22.5038,0.09,22.5038,0.12,2016/6/8,2016/6/28,2016/7/5
15312,300238,冠昊生物,12.64,2.1,安信乾盛和信融智PIPE投资三号特定多客户资产管理计划,增持,19.25,0.078008454,0.1,19.25,0.08,19.25,0.1,2016/6/8,2016/6/28,2016/7/5
15313,300204,舒泰神,11.42,-0.26,徐向青,增持,4.73,0.009938015,0.01,,,,,2016/6/28,2016/6/28,2016/9/19
15314,300152,新动力,2.97,3.85,余树林,增持,121.46,0.170398429,0.17,121.46,0.17,121.46,0.17,2016/4/1,2016/6/28,2018/8/10
15315,300056,中创环保,6.6,1.23,深圳新华富时资产-民生银行-中融国际信托-中融-融湖鼎盛45号集合资金信托计划,增持,60.76,0.162374196,0.28,60.76,0.16,60.76,0.28,2016/6/24,2016/6/28,2017/3/16
15316,748,长城信息,,,中国电子信息产业集团有限公司,增持,1390.5336,1.706556023,1.73,17823.15,21.87,16549.2646,20.63,2016/6/28,2016/6/28,2016/6/28
15317,42,中洲控股,8.26,5.76,鹏华资产中洲控股员工持股资产管理计划,增持,642.3253,0.966148037,1.34,1462.964,2.2,,,2016/6/1,2016/6/28,2016/6/29
15318,601933,永辉超市,3.42,5.88,国泰君安鑫悦8号资产管理计划,增持,5003.5198,0.615055364,0.81,9648.5528,1.19,9648.5528,1.57,2016/3/26,2016/6/27,2016/6/28
15319,600978,*ST宜生,,,富诚海富通稳胜共赢二十六号专项资产管理计划,增持,608.0498,0.410049295,0.41,1567.9234,1.06,1567.9234,1.06,2016/6/14,2016/6/27,2016/6/28
15320,600978,*ST宜生,,,宜华企业(集团)有限公司,增持,22,0.014836095,0.01,36650.9599,24.72,36650.9599,24.72,2016/6/14,2016/6/27,2016/6/28
15321,600696,岩石股份,25.41,1.24,天高资本20号单一资金信托,增持,2.57,0.007546271,0.01,145.656,0.43,145.656,0.43,2016/6/27,2016/6/27,2016/9/29
15322,600487,亨通光电,14.56,1.61,苏信财富·华彩H1503单一资金信托,增持,456.8409,0.36804341,0.4,590.1809,0.48,590.1809,0.51,2016/6/27,2016/6/27,2016/6/28
15323,600083,博信股份,6.96,-1.69,西藏康盛投资管理有限公司,增持,255.1031,1.109143913,1.12,3747.4274,16.29,3747.4274,16.51,2016/6/24,2016/6/27,2016/6/28
15324,300460,惠伦晶体,,,陈俊岭,增持,75,0.445701124,1.08,75,0.45,,,2016/6/27,2016/6/27,2016/7/13
15325,300204,舒泰神,11.42,-0.26,华泰证券资管-招商银行-华泰聚力16号集合资产管理计划,增持,800,1.680848235,1.73,800,1.68,800,1.73,2016/6/27,2016/6/27,2016/6/28
15326,2252,上海莱士,6.57,4.78,上海凯吉进出口有限公司,增持,26.29,0.009529668,0.01,753.6364,0.27,753.6364,0.37,2016/6/27,2016/6/27,2016/7/9
15327,2174,游族网络,21.93,6.04,游族网络增持1号集合计划,增持,142.9699,0.16599025,0.51,357.2933,0.41,357.2933,1.28,2016/6/24,2016/6/27,2016/6/28
15328,600696,岩石股份,25.41,1.24,天高资本20号单一资金信托,增持,43.086,0.12651309,0.13,143.086,0.42,143.086,0.42,2016/6/24,2016/6/24,2016/9/29
15329,600520,文一科技,13.24,4.83,安徽瑞泰置业有限公司,增持,99.995,0.631162027,0.65,99.995,0.63,99.995,0.65,2016/6/8,2016/6/24,2016/6/25
15330,600520,文一科技,13.24,4.83,安徽文一篮球俱乐部有限公司,增持,1.58,0.009972859,0.01,12.04,0.08,12.04,0.08,2016/6/24,2016/6/24,2016/6/25
15331,600520,文一科技,13.24,4.83,安徽省文一资产管理有限公司,增持,49.9903,0.315535568,0.32,49.9903,0.32,49.9903,0.32,2016/6/8,2016/6/24,2016/6/25
15332,600520,文一科技,13.24,4.83,合肥市鑫德房地产开发有限责任公司,增持,35.08,0.22142271,0.23,35.08,0.22,35.08,0.23,2016/6/8,2016/6/24,2016/6/25
15333,600520,文一科技,13.24,4.83,安徽省瑞真商业管理有限公司,增持,264.1663,1.667400745,1.72,2971.4996,18.76,2971.4996,19.31,2016/6/8,2016/6/24,2016/6/25
15334,600483,福能股份,11.75,-1.76,三峡资本控股有限责任公司,增持,195.1173,0.125734041,0.68,11484.1963,7.4,614.6312,2.13,2016/5/20,2016/6/24,2020/3/6
15335,2252,上海莱士,6.57,4.78,上海凯吉进出口有限公司,增持,29.5138,0.010698239,0.01,727.3464,0.26,727.3464,0.36,2016/6/24,2016/6/24,2016/7/9
15336,685,中山公用,7.39,2.21,中山中汇投资集团有限公司,增持,57.5,0.038980108,0.06,70305.0099,47.66,48635.4989,48.76,2016/6/24,2016/6/24,2016/12/28
15337,600712,南宁百货,3.9,3.17,深圳市银海万和股权投资基金企业(有限合伙),增持,279.5823,0.513319652,0.52,279.5823,0.51,279.5823,0.52,,2016/6/23,2016/6/30
15338,600696,岩石股份,25.41,1.24,天高资本20号单一资金信托,增持,100,0.293629229,0.29,100,0.29,100,0.29,2016/6/23,2016/6/23,2016/9/29
15339,600520,文一科技,13.24,4.83,安徽文一篮球俱乐部有限公司,增持,10.46,0.066022849,0.07,10.46,0.07,10.46,0.07,2016/6/8,2016/6/23,2016/6/25
15340,600008,首创环保,3,1.01,首创华星国际投资有限公司,增持,1538.4942,0.319149005,0.32,2958.3258,0.61,2958.3258,0.61,2016/6/23,2016/6/23,2016/6/24
15341,2641,公元股份,5.19,0.78,王宇萍,增持,1020,1.180555556,1.51,,,,,2016/6/17,2016/6/23,2020/10/30
15342,709,河钢股份,2.31,2.67,证券公司定向资产管理计划,增持,9742.76,0.917517638,0.92,10506.81,0.99,10506.81,0.99,2015/9/2,2016/6/23,2016/6/24
15343,601258,庞大集团,0.79,2.6,长城阳光鼎盛2号集合资产管理计划,增持,6423.3907,0.962296583,0.99,6423.3907,0.96,6423.3907,0.99,2016/6/17,2016/6/22,2016/6/23
15344,600183,生益科技,16.05,-1.41,广东省广新控股集团有限公司,增持,1.07,0.00074432,0,17561.2632,12.22,17561.2632,12.22,2016/6/22,2016/6/22,2016/6/23
15345,2383,合众思壮,6.81,2.56,中铁宝盈-合众思壮高管增持特定客户资产管理计划,增持,18,0.091218364,0.13,176.7808,0.9,176.7808,1.29,2016/6/22,2016/6/22,2016/6/24
15346,600803,新奥股份,20.3,-4.43,中信建投基金-盛景权益类6号资产管理计划,增持,980.0908,0.994223646,1.82,1965.8796,1.99,1965.8796,3.64,2016/5/25,2016/6/21,2016/6/24
15347,600376,首开股份,4.47,0.22,北京首都开发控股(集团)有限公司,增持,880,0.392504502,0.39,115105.4054,51.34,115105.4054,51.34,2016/6/21,2016/6/21,2016/6/22
15348,300043,星辉娱乐,5.05,3.7,曹毅斌,增持,861.5999,0.692493978,1.13,861.5999,0.69,861.5999,1.13,2016/6/21,2016/6/21,2016/6/22
15349,300032,金龙机电,6.02,3.97,金鹰中证500指数分级基金,增持,0.15,0.000221913,0,0.2,0,0.2,0,2016/6/21,2016/6/21,2016/7/23
15350,2583,海能达,5.99,3.63,招商智远海能达2号集合资产管理计划,增持,2311.2758,1.502924631,2.75,2311.2758,1.5,,,2016/5/19,2016/6/21,2016/6/22
15351,2383,合众思壮,6.81,2.56,中铁宝盈-合众思壮高管增持特定客户资产管理计划,增持,23,0.116556798,0.17,158.7808,0.8,158.7808,1.16,2016/6/21,2016/6/21,2016/6/24
15352,600851,海欣股份,6.43,0.16,深圳市惠和基金惠和2号证券投资基金,增持,1561.3928,1.293553824,1.29,1561.3928,1.29,1561.3928,1.29,2016/5/24,2016/6/20,2016/7/2
15353,600520,文一科技,13.24,4.83,紫光集团有限公司,增持,589.2968,3.71960361,3.83,1394.2968,8.8,1394.2968,9.06,2016/2/25,2016/6/20,2016/6/23
15354,600493,凤竹纺织,5.53,2.98,李萍影,增持,332.7265,1.223259191,1.22,637.7265,2.34,637.7265,2.34,2016/6/20,2016/6/20,2016/6/22
15355,600403,大有能源,4.76,2.15,义马煤业集团青海义海能源有限责任公司,增持,28.34,0.011853711,0.01,56030.0845,23.44,56030.0845,23.44,2016/6/20,2016/6/20,2016/6/21
15356,600153,建发股份,12.13,-0.08,厦门建发集团有限公司,增持,253.45,0.08939403,0.09,128122.967,45.19,128122.967,45.19,2016/6/16,2016/6/20,2016/6/21
15357,300131,英唐智控,5.26,2.14,博时资本-英唐智控1号专项资产管理计划,增持,1601.5601,1.497447899,2.78,2080.8601,1.95,,,2016/5/21,2016/6/20,2016/6/20
15358,300032,金龙机电,6.02,3.97,金鹰中证500指数分级基金,增持,0.05,7.40E-05,0,0.05,0,0.05,0,2016/6/20,2016/6/20,2016/7/23
15359,2383,合众思壮,6.81,2.56,中铁宝盈-合众思壮高管增持特定客户资产管理计划,增持,3,0.015203061,0.02,135.7808,0.69,135.7808,0.99,2016/6/20,2016/6/20,2016/6/24
15360,2259,ST升达,3.53,0,四川信托·股票增持1号集合资金信托计划,增持,179.14,0.238114142,0.29,179.14,0.24,179.14,0.29,2016/6/13,2016/6/20,2016/9/13
15361,2146,荣盛发展,1.59,-0.63,荣盛控股股份有限公司,增持,2390.0046,0.549658357,0.71,151150.0095,34.76,151150.0095,44.96,2016/2/3,2016/6/20,2016/6/22
15362,685,中山公用,7.39,2.21,中山中汇投资集团有限公司,增持,63.48,0.043034039,0.06,70247.5099,47.62,48577.9989,48.7,2016/6/20,2016/6/20,2016/12/28
15363,600388,ST龙净,16.65,1.59,福建龙净环保股份有限公司第三期员工持股计划,增持,366.07,0.342425518,0.34,366.07,0.34,366.07,0.34,,2016/6/17,2016/6/18
15364,600083,博信股份,6.96,-1.69,西藏康盛投资管理有限公司,增持,42.3252,0.184022609,0.19,3492.3243,15.18,3492.3243,15.39,2016/6/8,2016/6/17,2016/6/18
15365,300220,金运激光,,,竺一鸣,增持,0.4,0.003174603,0.01,9.3437,0.07,9.3437,0.14,2016/6/14,2016/6/17,2016/6/17
